source,target,weight
USA,BIH,20011.409
USA,PRT,1069006.6680000003
USA,TGO,206583.8
USA,IRL,6059602.102999999
USA,BHR,819026.4530000002
USA,COL,13748584.514999997
USA,KAZ,799904.8770000001
USA,BEN,611019.6050000003
USA,GEO,559263.2470000001
USA,KOR,40865187.65799999
USA,IDN,6188600.606999997
USA,HND,5734384.5770000005
USA,COG,218722.08600000004
USA,DZA,1153883.6819999998
USA,SGP,26549372.16099999
USA,ZMB,108240.156
USA,EGY,5742373.355000002
USA,ETH,186699.696
USA,HTI,754278.615
USA,BGR,230616.549
USA,MLI,49292.991
USA,MUS,43541.637
USA,GAB,199437.84900000005
USA,ITA,14959730.038000006
USA,AUS,24466348.518999983
USA,CMR,184533.779
USA,CHE,23427266.36400001
USA,CZE,1391387.054
USA,AFG,2585862.694
USA,BOL,584681.1280000001
USA,MMR,47906.573
USA,IRN,233183.1600000001
USA,MLT,715230.003
USA,GHA,1150382.214
USA,LBN,1769550.627
USA,CAN,270148384.464
USA,SWE,4621862.243999996
USA,SLE,96146.76
USA,LBY,301766.6490000001
USA,MAR,2515778.488
USA,CRI,5844510.098
USA,TJK,12595.694
USA,MYS,12983790.592000002
USA,MDG,50667.509
USA,MRT,238796.30000000005
USA,PER,8022035.762000001
USA,FRA,20646938.891000014
USA,CYP,90264.606
USA,GIN,229973.602
USA,SUR,399998.9030000001
USA,MWI,43511.7
USA,ISL,431599.1359999999
USA,ZAF,6720208.729999998
USA,KGZ,68459.50399999999
USA,NIC,881147.125
USA,QAT,1858485.603
USA,SWZ,17134.875999999997
USA,URY,1186888.5970000003
USA,CHL,14898847.876999998
USA,BFA,31385.228000000006
USA,BEL,28447710.678
USA,ARG,9343311.316
USA,KWT,2593628.57
USA,TTO,1941849.103
USA,TZA,239318.104
USA,IND,20534106.318
USA,TCD,33860.81700000001
USA,SVN,634484.1329999999
USA,NOR,2561287.7170000016
USA,CAF,10816.747
USA,TUR,12336814.258
USA,MNG,309407.6869999998
USA,FIN,2913386.557
USA,PRY,1943216.210000001
USA,ARE,12102360.875000004
USA,LUX,706914.54
USA,MEX,190556239.644
USA,PAN,7396434.565
USA,PAK,1828680.037
USA,YEM,384280.58100000006
USA,LTU,988902.5650000002
TGO,LBR,1560.6060188
TGO,JOR,10.93275135486
TGO,AUT,21.2837
TGO,RWA,9.577665
TGO,THA,2031.0141569259904
TGO,POL,14048.720676544
TGO,NLD,4020.2151336870297
TGO,DEU,10618.58340834624
TGO,SDN,53.3371224696
TGO,BDI,31.7978478
TGO,ESP,342.58120500214
TGO,VNM,18773.9614120434
TGO,GRC,16.486769052150002
TGO,BGD,1560.79483714455
TGO,NGA,79193.95652299252
TGO,SEN,7858.714663850438
TGO,ISR,17.512952005800003
TGO,MOZ,73.09125234214
TGO,TUN,1123.98945353107
TGO,BRA,11608.2191523179
TGO,EST,4277.43644440634
TGO,JPN,2.0432352000000003
TGO,DNK,610.3925931212
TGO,UGA,265.150631904
TGO,AGO,2448.69614673132
TGO,NER,89535.95115598149
TGO,CHN,6413.7242340823705
TGO,GBR,2913.723365363749
TGO,PRT,100.95559782241
TGO,USA,2539.8170384372
TGO,IRL,26.05098275375
TGO,COL,824.61882704434
TGO,BEN,110761.85256347332
TGO,KOR,140.19514446988
TGO,IDN,8097.129492926229
TGO,COG,2991.85716893685
TGO,DZA,1197.92809723338
TGO,SGP,37.739352282750005
TGO,ETH,34.755818115340006
TGO,MLI,26993.575784764496
TGO,GAB,49067.708241215325
TGO,ITA,8585.83009005704
TGO,AUS,20.00669502696
TGO,CMR,5524.730040554521
TGO,CHE,26949.410198116613
TGO,GHA,128122.10650466332
TGO,LBN,7395.486703236539
TGO,CAN,461.63191510623005
TGO,SWE,46.12256326853
TGO,SLE,148.4253086257
TGO,LBY,5.320925
TGO,MAR,9532.41926557711
TGO,MYS,17743.05076332163
TGO,MDG,39.976748036
TGO,FRA,31822.610831573813
TGO,GIN,1771.8073877386998
TGO,MWI,5.8138980594000005
TGO,ZAF,53.29176477653
TGO,NIC,103.303843342
TGO,SWZ,102.00636132119
TGO,BFA,126748.30197423116
TGO,BEL,9589.36834899706
TGO,TZA,61.27802624383
TGO,IND,54779.58438090952
TGO,TCD,5473.442989609362
TGO,NOR,2639.9321642303103
TGO,CAF,552.8847487251501
TGO,TUR,45.48941363256
TGO,FIN,6.85487318455
TGO,ARE,1382.7379484750695
TGO,PAN,18.1395654175
TGO,PAK,7649.062358780031
IRL,NPL,89.01545475
IRL,LBR,2968.7165502300004
IRL,AZE,5114.820377179999
IRL,LSO,175.039378
IRL,JOR,78852.13137906
IRL,AUT,390141.88710649
IRL,RWA,938.36272977
IRL,THA,185915.56941329
IRL,NZL,103219.61364424005
IRL,POL,835410.0831796402
IRL,ECU,12585.62764853
IRL,NLD,4649948.929815381
IRL,DEU,9119091.881675871
IRL,SDN,18911.73165275
IRL,BDI,89.36330725
IRL,ESP,4504402.166197251
IRL,VNM,85468.67691526999
IRL,HUN,292213.24912825
IRL,GRC,428360.7293033601
IRL,HRV,51103.97780494998
IRL,BGD,5538.415671939998
IRL,MDA,3636.66152932
IRL,BWA,2343.1567025600007
IRL,NGA,404073.45347622
IRL,ARM,968.00115418
IRL,DOM,14353.98453163
IRL,SEN,64633.39468224999
IRL,UKR,93933.47827101
IRL,KHM,2259.60114065
IRL,ALB,8080.71793075
IRL,SAU,724907.9409081999
IRL,ISR,660901.5086148999
IRL,BLR,5624.21140395
IRL,MOZ,2996.8884284999995
IRL,TUN,21932.073688209988
IRL,JAM,4591.92154213
IRL,BRA,394168.4592858801
IRL,EST,28652.915143790004
IRL,LKA,12470.83771494
IRL,JPN,2420445.857520419
IRL,OMN,55739.361429840006
IRL,DNK,633852.9184207197
IRL,PHL,123234.29374143004
IRL,KEN,26928.82736125
IRL,UGA,14134.30176378
IRL,GTM,9102.337069279998
IRL,AGO,20065.193845830003
IRL,NER,224.77115422
IRL,LVA,83538.65210427002
IRL,RUS,703754.57817495
IRL,MKD,10775.990413549998
IRL,COM,126.45412362
IRL,CHN,2089263.0406696696
IRL,IRQ,53763.83194620001
IRL,GBR,17667273.122682102
IRL,UZB,1386.3480504199997
IRL,TKM,5410.094276100001
IRL,ZWE,1389.1600900299998
IRL,SVK,80966.38861393
IRL,BIH,18571.7893186
IRL,PRT,625480.69870356
IRL,USA,30873457.854317907
IRL,TGO,14464.08402211
IRL,IRL,6181.615815589999
IRL,BHR,61768.91561217001
IRL,COL,42616.14443948
IRL,KAZ,38109.13369260003
IRL,BEN,6345.82863238
IRL,GEO,8983.249070200001
IRL,KOR,416709.34024536
IRL,IDN,76442.71294948002
IRL,HND,4282.069840640001
IRL,COG,20251.86402002
IRL,DZA,80104.20140742998
IRL,SGP,757838.7864478803
IRL,ZMB,22420.133008270008
IRL,EGY,188444.97886704
IRL,ETH,22751.00891486
IRL,HTI,3492.5364987000003
IRL,BGR,82180.58307068999
IRL,MLI,23087.403153510004
IRL,MUS,8170.820076710001
IRL,GAB,8471.2241043
IRL,ITA,4132357.0674721487
IRL,AUS,984195.82526076
IRL,CMR,31144.86088328999
IRL,CHE,5127409.031145275
IRL,CZE,620272.9850119597
IRL,AFG,10819.9520125
IRL,BOL,6379.08193997
IRL,MMR,566.75607825
IRL,IRN,90253.78182180002
IRL,MLT,31623.299994610003
IRL,GHA,56658.66184261001
IRL,LBN,73234.29680713997
IRL,CAN,869099.93730868
IRL,SWE,1412051.74405907
IRL,SLE,3446.03279368
IRL,LBY,6746.704984660001
IRL,MAR,84117.41605081999
IRL,CRI,33760.1425966
IRL,TJK,1.66551777
IRL,MYS,537079.5069434401
IRL,MDG,126.80615035
IRL,MRT,1952.60322107
IRL,PER,22643.92739267
IRL,FRA,7079632.036910087
IRL,CYP,33902.08450493
IRL,GIN,1478.7961136399997
IRL,SUR,510.00046435
IRL,MWI,5678.00192314
IRL,ISL,20769.014940359997
IRL,ZAF,420495.74949310994
IRL,KGZ,336.74209115
IRL,NIC,5504.07845596
IRL,QAT,60866.92712262001
IRL,SWZ,2794.76247203
IRL,URY,13497.458972420003
IRL,CHL,69538.67984471
IRL,BFA,4161.85619087
IRL,BEL,18380609.115694832
IRL,ARG,73855.38883730001
IRL,KWT,137886.87485906002
IRL,TTO,17936.098614720002
IRL,TZA,17827.620116889997
IRL,IND,374457.1260484299
IRL,TCD,1344.9925624000002
IRL,SVN,33419.44611823
IRL,NOR,566398.04341162
IRL,CAF,88.25017925
IRL,TUR,719625.4876284498
IRL,MNG,5968.533896780001
IRL,FIN,408973.33440224
IRL,PRY,1194.37382131
IRL,ARE,411532.7106531602
IRL,LUX,77390.78772105002
IRL,MEX,762206.4335691594
IRL,PAN,16310.94008318
IRL,PAK,30817.636036540007
IRL,YEM,41317.42321663
IRL,LTU,44506.87722348999
BHR,NPL,42.167
BHR,LBR,2143.9
BHR,JOR,57822.836
BHR,AUT,117.473
BHR,THA,22522.493
BHR,NZL,33209.628000000004
BHR,POL,262.813
BHR,ECU,87.347
BHR,NLD,141842.05
BHR,DEU,45825.30100000001
BHR,SDN,11124.441
BHR,BDI,22.739
BHR,ESP,32755.785
BHR,VNM,1399.9499999999998
BHR,HUN,450.401
BHR,GRC,433.0629999999999
BHR,HRV,89.84799999999998
BHR,BGD,4060.013
BHR,NGA,1366.03
BHR,SEN,155.332
BHR,UKR,1847.402
BHR,SAU,1643006.899
BHR,MOZ,31051.257
BHR,TUN,14504.93
BHR,BRA,22839.244
BHR,EST,419.398
BHR,LKA,234.20500000000004
BHR,JPN,22780.481000000003
BHR,OMN,768204.051
BHR,DNK,6200.757
BHR,PHL,399.613
BHR,KEN,3688.951000000001
BHR,GTM,4367.346
BHR,AGO,1194.975
BHR,LVA,593.435
BHR,RUS,6260.221
BHR,CHN,397037.926
BHR,IRQ,44198.30500000001
BHR,GBR,41494.397
BHR,ZWE,113.983
BHR,BIH,16984.838
BHR,PRT,4071.401
BHR,USA,300959.06200000003
BHR,TGO,419.537
BHR,IRL,175.125
BHR,COL,478.81
BHR,KAZ,5.021
BHR,KOR,4083.578
BHR,IDN,93476.91900000002
BHR,DZA,63330.559000000016
BHR,SGP,40479.561
BHR,EGY,94952.361
BHR,ETH,95.818
BHR,HTI,29.514
BHR,MUS,823.117
BHR,ITA,158889.85899999997
BHR,AUS,109316.25499999998
BHR,CHE,13903.993
BHR,CZE,7043.1050000000005
BHR,AFG,28.455
BHR,MMR,35.984
BHR,IRN,9581.983
BHR,MLT,141.796
BHR,GHA,82.35300000000001
BHR,LBN,7868.48
BHR,CAN,728.163
BHR,SWE,4856.687
BHR,LBY,16362.033
BHR,MAR,98489.356
BHR,CRI,336.031
BHR,MYS,81716.607
BHR,MRT,876.139
BHR,PER,102433.189
BHR,FRA,42469.106
BHR,CYP,367.732
BHR,GIN,1301.168
BHR,ZAF,30104.685
BHR,QAT,778231.1960000002
BHR,SWZ,1385.083
BHR,CHL,153.885
BHR,BFA,1515.822
BHR,BEL,3633.5610000000006
BHR,ARG,451.794
BHR,KWT,162219.792
BHR,TZA,4682.279000000001
BHR,IND,492895.048
BHR,SVN,47.872
BHR,NOR,10391.692
BHR,TUR,24345.123
BHR,MNG,268.106
BHR,FIN,10355.463000000002
BHR,ARE,599332.4129999998
BHR,LUX,76.875
BHR,MEX,534.1560000000001
BHR,PAN,96.189
BHR,PAK,68353.383
BHR,YEM,10881.59
COL,LBR,2586.3090000000007
COL,AZE,139.30899999999997
COL,JOR,2193.088
COL,AUT,1929.079
COL,RWA,36.356
COL,THA,37361.10800000001
COL,NZL,10269.165
COL,POL,56730.826
COL,ECU,1908450.0900000003
COL,NLD,2524043.187000001
COL,DEU,419257.8229999999
COL,SDN,11.816
COL,BDI,109.725
COL,ESP,1719857.4430000004
COL,VNM,11357.555999999997
COL,HUN,1002.975
COL,GRC,44389.276
COL,HRV,79982.857
COL,BGD,141.091
COL,MDA,1.433
COL,NGA,52956.333
COL,ARM,412.182
COL,DOM,620601.8150000001
COL,SEN,951.435
COL,UKR,15303.113
COL,KHM,958.096
COL,ALB,537.185
COL,SAU,7834.69
COL,ISR,672346.268
COL,BLR,1128.422
COL,MOZ,3573.746
COL,TUN,14387.975
COL,JAM,60059.736
COL,BRA,1369651.0449999997
COL,EST,487.967
COL,LKA,1042.586
COL,JPN,527895.412
COL,OMN,90.029
COL,DNK,451151.70100000006
COL,PHL,7744.854
COL,KEN,4443.486000000001
COL,UGA,514.653
COL,GTM,573423.009
COL,AGO,6961.255
COL,NER,1.642
COL,LVA,2754.012
COL,RUS,100429.25999999998
COL,MKD,47.212
COL,CHN,1989039.0860000004
COL,IRQ,1077.663
COL,GBR,1195854.233
COL,ZWE,2439.588
COL,SVK,1218.207
COL,BIH,12.555
COL,PRT,312468.122
COL,USA,21946230.668999992
COL,TGO,99.764
COL,IRL,178026.86000000002
COL,BHR,1486.279
COL,KAZ,446.931
COL,BEN,1995.131
COL,GEO,2321.606
COL,KOR,276056.42900000006
COL,IDN,29919.062
COL,HND,293044.12500000006
COL,COG,2284.653
COL,DZA,1152.147
COL,SGP,281394.4749999999
COL,ZMB,483.674
COL,EGY,13335.748
COL,ETH,285.317
COL,HTI,65728.15400000001
COL,BGR,149.222
COL,MLI,43.83
COL,MUS,109.089
COL,GAB,724.097
COL,ITA,744690.9269999999
COL,AUS,37918.23100000001
COL,CMR,1260.342
COL,CHE,953457.847
COL,CZE,2365.242
COL,BOL,141262.12499999997
COL,MMR,5.078
COL,IRN,1095.637
COL,MLT,117.636
COL,GHA,41098.152
COL,LBN,44507.73
COL,CAN,614284.67
COL,SWE,55967.022
COL,SLE,72.343
COL,LBY,45.448
COL,MAR,9538.779
COL,CRI,434713.7379999999
COL,MYS,14038.293
COL,MDG,150.314
COL,MRT,947.948
COL,PER,1396396.8909999996
COL,FRA,487832.86
COL,CYP,728.813
COL,GIN,579.3990000000001
COL,SUR,13554.339999999998
COL,MWI,93.981
COL,ISL,585.251
COL,ZAF,21117.193
COL,KGZ,54.615
COL,NIC,11202.912999999997
COL,QAT,679.771
COL,SWZ,52.201
COL,URY,22101.948999999997
COL,CHL,2204648.0470000003
COL,BEL,620632.4940000001
COL,ARG,304829.88600000006
COL,KWT,2454.925
COL,TTO,1000912.462
COL,TZA,2859.3900000000003
COL,IND,731869.8459999998
COL,SVN,7580.730999999999
COL,NOR,36230.054
COL,TUR,596093.46
COL,FIN,68501.481
COL,PRY,12684.120000000004
COL,ARE,12457.635000000004
COL,LUX,2160.9080000000004
COL,MEX,703373.01
COL,PAN,1956114.6410000003
COL,PAK,1789.278
COL,YEM,3016.2230000000004
COL,LTU,1583.96
KAZ,NPL,2.845
KAZ,AZE,237580.27899999995
KAZ,JOR,20353.793
KAZ,AUT,3876532.588000001
KAZ,THA,5757.351999999999
KAZ,NZL,1214.028
KAZ,POL,1305355.688
KAZ,ECU,110.569
KAZ,NLD,6637107.266
KAZ,DEU,1610232.0269999993
KAZ,ESP,1135352.156
KAZ,VNM,7353.023
KAZ,HUN,107450.234
KAZ,GRC,575434.584
KAZ,HRV,60660.092
KAZ,BGD,4.774
KAZ,MDA,38527.444
KAZ,NGA,6033.519
KAZ,ARM,2283.884
KAZ,DOM,62.42099999999999
KAZ,SEN,5538.378
KAZ,UKR,2669595.1640000003
KAZ,ALB,5664.448
KAZ,SAU,3358.212
KAZ,ISR,1418512.914
KAZ,BLR,103493.0
KAZ,TUN,13686.659
KAZ,BRA,48694.214
KAZ,EST,37863.893
KAZ,JPN,1043880.4759999998
KAZ,OMN,2358.412
KAZ,DNK,31014.649
KAZ,PHL,38.731
KAZ,KEN,2.951
KAZ,UGA,3.812
KAZ,AGO,190.93
KAZ,NER,58.5
KAZ,LVA,183005.511
KAZ,RUS,7513175.799999999
KAZ,MKD,26.1
KAZ,CHN,16289385.153
KAZ,IRQ,1000.583
KAZ,GBR,1619185.144
KAZ,UZB,1179343.551
KAZ,TKM,116251.418
KAZ,SVK,76724.17
KAZ,BIH,5.55
KAZ,PRT,1137753.05
KAZ,USA,1028885.556
KAZ,IRL,258.107
KAZ,BHR,35.695
KAZ,COL,547.82
KAZ,GEO,85470.493
KAZ,KOR,279213.40400000004
KAZ,IDN,7940.028999999999
KAZ,COG,753.1850000000001
KAZ,DZA,479.033
KAZ,SGP,2657.713
KAZ,EGY,52483.397
KAZ,BGR,481939.58
KAZ,GAB,53.417
KAZ,ITA,15045253.714000002
KAZ,AUS,16172.482
KAZ,CHE,4952837.397000001
KAZ,CZE,48440.371
KAZ,AFG,333844.229
KAZ,BOL,460.4989999999999
KAZ,IRN,1077030.6410000003
KAZ,GHA,975.585
KAZ,LBN,2780.107
KAZ,CAN,2629265.1669999994
KAZ,SWE,152255.13
KAZ,LBY,15.518
KAZ,MAR,88887.52200000001
KAZ,TJK,356778.306
KAZ,MYS,1867.323
KAZ,MRT,13.66
KAZ,PER,84.36500000000001
KAZ,FRA,5414718.181000001
KAZ,CYP,89982.962
KAZ,MWI,7.509
KAZ,ZAF,4796.710999999999
KAZ,KGZ,506773.9709999999
KAZ,QAT,739.9019999999999
KAZ,BFA,730.906
KAZ,BEL,121503.229
KAZ,ARG,10804.103999999998
KAZ,KWT,222.403
KAZ,TTO,63.237
KAZ,TZA,224.706
KAZ,IND,46115.241
KAZ,SVN,24433.01
KAZ,NOR,1740.2789999999998
KAZ,TUR,2574351.1780000003
KAZ,MNG,35431.395000000004
KAZ,FIN,582698.144
KAZ,ARE,34019.62700000001
KAZ,LUX,8.014
KAZ,MEX,1076.457
KAZ,PAN,129.304
KAZ,PAK,3554.870000000001
KAZ,YEM,200.663
KAZ,LTU,168988.245
BEN,LBR,1041.993
BEN,RWA,6.334
BEN,THA,8223.865
BEN,ECU,0.127
BEN,NLD,3233.312
BEN,DEU,2651.201
BEN,BDI,124.732
BEN,ESP,4696.887
BEN,VNM,6178.636
BEN,GRC,813.6709999999999
BEN,BGD,525.517
BEN,MDA,154.856
BEN,NGA,46088.874
BEN,SEN,155.322
BEN,SAU,29.599
BEN,ISR,155.541
BEN,MOZ,0.845
BEN,TUN,595.867
BEN,JPN,31.5
BEN,DNK,11605.567
BEN,UGA,8.394
BEN,GTM,383.938
BEN,AGO,129.317
BEN,NER,10181.139999999998
BEN,CHN,60624.60799999999
BEN,GBR,1721.217
BEN,PRT,2575.907
BEN,USA,312.677
BEN,TGO,8821.052000000001
BEN,IRL,12.384
BEN,COL,41.977
BEN,KOR,53.316
BEN,IDN,27656.955
BEN,COG,239.29100000000005
BEN,DZA,3.167
BEN,SGP,2015.539
BEN,ZMB,4.223
BEN,EGY,1594.623
BEN,MLI,4425.901
BEN,MUS,1087.84
BEN,GAB,2380.168
BEN,ITA,4237.699999999999
BEN,AUS,633.459
BEN,CMR,3114.1489999999994
BEN,CHE,165.22100000000003
BEN,GHA,18538.245
BEN,LBN,158.128
BEN,CAN,56.846
BEN,SWE,105.492
BEN,SLE,205.145
BEN,LBY,630.148
BEN,MAR,1391.9160000000002
BEN,MYS,15665.278
BEN,MDG,228.973
BEN,MRT,150.207
BEN,FRA,8368.833999999999
BEN,GIN,45.874
BEN,ZAF,10545.65
BEN,CHL,6.335000000000001
BEN,BFA,7074.331999999999
BEN,BEL,1044.226
BEN,TZA,36.482
BEN,IND,38114.09
BEN,TCD,40564.545
BEN,TUR,495.811
BEN,ARE,4905.762000000001
BEN,PAK,2075.849
BEN,LTU,25.838
GEO,NPL,5.68
GEO,AZE,395579.0390000001
GEO,JOR,3087.1000000000004
GEO,AUT,1432.844
GEO,THA,2566.447
GEO,NZL,44.282
GEO,POL,9159.817
GEO,ECU,1981.915
GEO,NLD,16198.52
GEO,DEU,47662.927
GEO,SDN,325.08
GEO,ESP,23693.026999999995
GEO,VNM,2486.165
GEO,HUN,2067.853
GEO,GRC,5835.622
GEO,HRV,11.398
GEO,BGD,22.377
GEO,MDA,10063.004
GEO,NGA,72.232
GEO,ARM,210797.116
GEO,SEN,119.95
GEO,UKR,137548.66999999998
GEO,ALB,17.619
GEO,SAU,1.994
GEO,ISR,3062.4480000000003
GEO,BLR,26703.090000000004
GEO,MOZ,59.8
GEO,TUN,21.221
GEO,EST,2707.257
GEO,LKA,512.697
GEO,JPN,2924.999
GEO,DNK,2327.25
GEO,PHL,329.721
GEO,UGA,28.0
GEO,GTM,169.186
GEO,LVA,7471.552
GEO,RUS,20546.117
GEO,MKD,126.0
GEO,CHN,28901.969000000005
GEO,IRQ,8069.201
GEO,GBR,13842.162999999997
GEO,UZB,12760.003000000002
GEO,TKM,5458.416
GEO,SVK,4222.088
GEO,PRT,2812.6779999999994
GEO,USA,142885.35700000002
GEO,TGO,13.364
GEO,IRL,218.905
GEO,COL,602.922
GEO,KAZ,156844.108
GEO,BEN,14.068
GEO,KOR,8486.404999999999
GEO,IDN,341.673
GEO,HND,0.11
GEO,SGP,1287.526
GEO,ZMB,34.59
GEO,EGY,4609.39
GEO,BGR,93699.004
GEO,ITA,75491.01399999998
GEO,AUS,806.918
GEO,CHE,1792.3379999999995
GEO,CZE,9426.865000000002
GEO,AFG,2131.172
GEO,BOL,131.25
GEO,IRN,16209.107000000002
GEO,LBN,10073.928
GEO,CAN,114762.671
GEO,SWE,462.431
GEO,SLE,15.524
GEO,LBY,1324.694
GEO,MAR,1652.736
GEO,CRI,23.263
GEO,TJK,4417.55
GEO,MYS,1005.256
GEO,PER,365.803
GEO,FRA,27686.048999999995
GEO,CYP,190.754
GEO,ISL,0.011
GEO,ZAF,34.53499999999999
GEO,KGZ,7605.179000000001
GEO,QAT,204.93
GEO,URY,70.5
GEO,BEL,33647.757999999994
GEO,ARG,159.02
GEO,KWT,6.66
GEO,TTO,13353.035
GEO,IND,19083.93800000001
GEO,SVN,128.718
GEO,NOR,653.0120000000001
GEO,TUR,212174.669
GEO,MNG,846.675
GEO,FIN,1592.226
GEO,ARE,40044.596
GEO,LUX,25.542
GEO,MEX,27338.498
GEO,PAN,9621.466
GEO,PAK,359.446
GEO,LTU,18231.427000000003
KOR,NPL,37828.427
KOR,LBR,7389344.733
KOR,AZE,216932.89499999996
KOR,LSO,27329.332
KOR,JOR,1223969.5939999998
KOR,AUT,838360.045
KOR,RWA,10608.000999999997
KOR,THA,8458130.255000003
KOR,NZL,1103061.683
KOR,POL,4100526.445
KOR,ECU,886532.7110000001
KOR,NLD,4626611.830999998
KOR,DEU,9499017.287000002
KOR,SDN,177933.425
KOR,BDI,481.824
KOR,ESP,1856394.8979999996
KOR,VNM,13462763.977000007
KOR,HUN,1475276.6670000004
KOR,GRC,1349579.785
KOR,HRV,79399.47299999997
KOR,BGD,1627534.617
KOR,MDA,4353.757999999999
KOR,BWA,8981.714999999997
KOR,NGA,2486992.7
KOR,ARM,24854.36300000001
KOR,DOM,152797.968
KOR,SEN,62703.902
KOR,UKR,1022449.989
KOR,KHM,450607.70799999975
KOR,ALB,19422.637
KOR,SAU,6964053.283999997
KOR,ISR,1814549.0479999988
KOR,BLR,58397.873000000014
KOR,MOZ,40968.05500000001
KOR,TUN,185579.514
KOR,JAM,20298.004000000004
KOR,BRA,11820425.611
KOR,EST,102781.35000000002
KOR,LKA,342950.133
KOR,JPN,39670164.82999999
KOR,OMN,906937.784
KOR,DNK,437627.6950000001
KOR,PHL,7336762.352000002
KOR,KEN,214569.4370000001
KOR,UGA,25831.211000000003
KOR,GTM,343451.1700000001
KOR,AGO,217929.835
KOR,NER,5383.823
KOR,LVA,228913.79
KOR,RUS,10304521.853999997
KOR,MKD,4591.9710000000005
KOR,COM,547.501
KOR,CHN,134174611.84699996
KOR,IRQ,1535321.116
KOR,GBR,5479081.971000001
KOR,UZB,1718700.206
KOR,TKM,242712.587
KOR,ZWE,28331.358
KOR,SVK,4103125.194
KOR,BIH,17377.855
KOR,PRT,713231.3910000001
KOR,USA,56408535.245000005
KOR,TGO,29787.068999999985
KOR,IRL,355672.01
KOR,BHR,230572.526
KOR,COL,1613879.24
KOR,KAZ,756733.9650000001
KOR,BEN,41725.149
KOR,GEO,99175.87
KOR,IDN,13563347.134999998
KOR,HND,136627.69999999998
KOR,COG,52942.53
KOR,DZA,1122234.8209999998
KOR,SGP,20836626.617
KOR,ZMB,25340.421
KOR,EGY,1726758.9410000006
KOR,ETH,106892.15499999996
KOR,HTI,33998.788
KOR,BGR,176806.96499999997
KOR,MLI,8718.547000000002
KOR,MUS,58063.581000000006
KOR,GAB,38500.412
KOR,ITA,4107334.123000001
KOR,AUS,8161025.090999999
KOR,CMR,70028.579
KOR,CHE,1134386.681
KOR,CZE,1712381.0820000002
KOR,AFG,119910.808
KOR,BOL,26632.849
KOR,MMR,666650.3599999994
KOR,IRN,6068090.833000003
KOR,MLT,2457777.2009999994
KOR,GHA,325834.427
KOR,LBN,271768.08900000004
KOR,CAN,4923750.264999997
KOR,SWE,1042717.488
KOR,SLE,29733.186
KOR,LBY,180901.61100000003
KOR,MAR,362294.79
KOR,CRI,319714.60100000014
KOR,TJK,37424.562000000005
KOR,MYS,6274180.426999997
KOR,MDG,25339.05999999999
KOR,MRT,14128.704999999998
KOR,PER,1367642.2690000003
KOR,FRA,5757932.648000002
KOR,CYP,899669.8180000002
KOR,GIN,43192.76100000001
KOR,SUR,19119.845
KOR,MWI,16384.517000000003
KOR,ISL,16898.444
KOR,ZAF,2254517.498
KOR,KGZ,142059.53499999997
KOR,NIC,197707.632
KOR,QAT,468899.307
KOR,SWZ,11183.778
KOR,URY,217051.92900000003
KOR,CHL,2381323.95
KOR,BFA,16248.809
KOR,BEL,2255035.008000001
KOR,ARG,1080967.35
KOR,KWT,1431889.252
KOR,TTO,90337.807
KOR,TZA,91024.927
KOR,IND,12651989.929000003
KOR,TCD,353.9
KOR,SVN,1276771.0930000008
KOR,NOR,666244.0499999998
KOR,CAF,383827.855
KOR,TUR,5070732.042
KOR,MNG,349803.312
KOR,FIN,766259.908
KOR,PRY,199510.21100000004
KOR,ARE,7267120.992000003
KOR,LUX,73582.78400000001
KOR,MEX,9728743.319000002
KOR,PAN,3798219.651000001
KOR,PAK,818037.7359999996
KOR,YEM,83954.98600000003
KOR,LTU,126889.57299999996
IDN,NPL,21056.926000000003
IDN,LBR,9812.852
IDN,AZE,3951.247
IDN,LSO,601.303
IDN,JOR,153130.12000000008
IDN,AUT,54763.193
IDN,RWA,1645.581
IDN,THA,5886741.554
IDN,NZL,371693.407
IDN,POL,379547.0849999999
IDN,ECU,90137.514
IDN,NLD,5003379.346999999
IDN,DEU,3303196.3279999997
IDN,SDN,81234.91500000002
IDN,BDI,1411.428
IDN,ESP,2424988.437
IDN,VNM,2354189.9150000005
IDN,HUN,97227.13399999998
IDN,GRC,157411.60700000005
IDN,HRV,62441.334
IDN,BGD,1361917.459
IDN,MDA,211.365
IDN,BWA,313.034
IDN,NGA,465989.58500000014
IDN,ARM,6372.502
IDN,DOM,24138.357000000004
IDN,SEN,39524.456
IDN,UKR,569589.087
IDN,KHM,259500.981
IDN,ALB,4202.69
IDN,SAU,1429586.4799999995
IDN,ISR,159610.57500000004
IDN,BLR,3390.56
IDN,MOZ,103477.857
IDN,TUN,84770.42599999999
IDN,JAM,11931.71
IDN,BRA,1732171.0930000003
IDN,EST,34463.481
IDN,LKA,376487.6760000001
IDN,JPN,33706339.177
IDN,OMN,186473.784
IDN,DNK,250161.66500000004
IDN,PHL,3698362.1719999993
IDN,KEN,285328.155
IDN,UGA,10391.552
IDN,GTM,21601.91599999999
IDN,AGO,103840.516
IDN,NER,2930.447
IDN,LVA,34989.683000000005
IDN,RUS,863298.619
IDN,MKD,9642.613
IDN,COM,2482.6130000000003
IDN,CHN,22875139.874
IDN,IRQ,154226.916
IDN,GBR,1718228.559
IDN,UZB,12914.141
IDN,TKM,2198.323
IDN,ZWE,12204.139
IDN,SVK,54394.99599999999
IDN,BIH,585.116
